,,Unnamed: 0.1,Unnamed: 0,text,label,processed_text,pseudo_label,confidence,human_label
33,725,725,725,"I, 23F had my son at 19. My gynecologist and I stopped getting along after I explained to him that I feel like I have postpartum depression. It was after I gave birth, (about 3 months) and I came in the office looking for answers, which I rarely do. 
 

 I tend to mask in public, so as he entered the room I smiled and he took a seat. When I came to him about PPD he said, “Well, you don’t really look that depressed.” I could feel the defeat. He then proceeds to ask, “Have you ever been diagnosed with depression?” I said no, and as I tried to explain that I have always been depressed, he cuts me off and says that I have what they call, “baby blues.” 
 

 Needless to say, I accepted it and tried to figure out myself. It’s an everyday battle; as I am a single parent and I want to learn to work on myself as well.",,"f son  gynecologist stop get along explain feel like postpartum depression give birth  month come office look answer rarely 
 

  tend mask public enter room smile take seat come ppd say well not really look depressed could feel defeat proceed ask ever diagnose depression say try explain always depressed cut say call baby blue 
 

  needless say accept try figure everyday battle single parent want learn work well",0,0.8332672505,0
34,731,731,731,"i’m sorry if this is a mess i am not in the best headspace. my s/o says he understands how i feel and what i deal with but i feel like he really doesn’t. we got in a fight tonight and instantly he resorts to insults, calling me lazy, saying i dont don’t do anything and that ive been a b*tch all day. it hurts. it’s defeating. i feel like a shell of a woman at this point. i try SO hard to do as much as i can throughout the day. my baby is teething and has been a handful so cleaning and staying on top of the cleaning has been hard. i work from home and watch my son while i work which is soso hard when he’s being fussy esp on a time crunch with deadlines. i’ve been working extra hours this week just so we can at least feel a little load taken off because money has been tight. i feel like ive done so so so well at acknowledging and thanking my s/o when he steps up and helps out so i can take a break but he says i don’t. i told him i was having a hard time with our son but not once was i rude to him and i have people that can attest to that. idek. i’m just exhausted. i’m tired of trying so hard just to get shit on and told i’m not doing good enough. it’s never good enough. i don’t know what more i can do. i communicate, i work hard, i give him as long of a break as he needs, i typically handle dinner, cleaning, it takes up my entire day with maybe 30-40 minutes after we get my son down for me to do basic self care. im stretched thin and it still doesn’t fucking matter. he swears it’s okay but the second we get in a fight suddenly it’s a problem. suddenly i’ve been a cunt all day. suddenly i do nothing for us but sit on my ass. suddenly work isn’t work bc i don’t work outside and i should treat work like a break and enjoy it. it’s like if im anything but happy it’s a problem and im NOT HAPPY so how am i supposed to put on a face like i am??? i feel empty and tired and dead inside. i feel like my body STILL isn’t mine. i feel like i don’t get to be an individual person, im just a mother and a girlfriend otherwise im a horrible person for enjoying anything outside of that and my s/o makes it very apparent that he doesn’t like me exploring interests although he encourages it, when we fight suddenly my hobbies are taking away from spending time with him and talking to him as if he doesn’t sit on his phone the second he gets home or plays video games. im damned if i do and damned if i don’t and i can’t fucking stand it anymore.",,sorry mess good headspace say understand feel deal feel like really not get fight tonight instantly resort insult call lazy say not not anything btch day hurt defeating feel like shell woman point try hard much throughout day baby teethe handful clean stay top cleaning hard work home watch son work soso hard fussy esp time crunch deadline work extra hour week least feel little load take money tight feel like do well acknowledge thank step help take break say not tell hard time son rude people attest idek exhausted tired try hard get shit tell good enough never good enough not know communicate work hard give long break need typically handle dinner clean take entire day maybe  minute get son basic self care stretch thin still not fuck matter swear okay second get fight suddenly problem suddenly cunt day suddenly nothing we sit ass suddenly work not work bc not work outside treat work like break enjoy like anything happy problem happy suppose put face like feel empty tired dead inside feel like body still not mine feel like not get individual person mother girlfriend otherwise horrible person enjoy anything outside make apparent not like explore interest although encourage fight suddenly hobby take away spend time talk not sit phone second get home play video game damned damn not can not fucking stand anymore,1,0.8613267196,1
35,745,745,745,"Hey everyone FTM here,
 

 My vaginal stitches become undone next day after my delivery and it was very painful previously I was not able to sit on toilet seat but  On 6th day I sat on the toilet seat and I felt like my stitches got completely open after that I was able to seat but peeing and bowel moment is still very much painful as it feels like my cut is opening every time I try to pee and doing bowel movement and it’s been 10 days but as I can see it’s feels like it’s healing on it’s own but still it’s very painful and I just want to hear positive stories on this please. It will give me relief and also wanted to know what you have done to get your healing process faster, I would like to tell you that I am doing sitz bath 3 times a day and taking 2 times painkillers a day but today is the last day of my painkiller dose as doc has only given me medicine for 10 days and I am applying soframycine on the cut.
 

 Your positive stories will encourage me thank you.",,"hey everyone ftm 
 

  vaginal stitch become undone next day delivery painful previously able sit toilet seat th day sit toilet seat feel like stitch get completely open able seat peeing bowel moment still much painful feel like cut open every time try pee bowel movement  day see feel like healing still painful want hear positive story please give relief also want know do get healing process fast would like tell sitz bath  time day take  time painkiller day today last day painkiller dose doc give medicine  day apply soframycine cut 
 

  positive story encourage thank",0,0.824854145,0
36,755,755,755,"Anyone have success with this drug? I’m sick of feeling like I can’t breathe and function during my luteal phase of period , I’m 6 months postpartum and things have improved but at this time I would
 Do anything for relief I’m just scared of taking drugs..",,"anyone success drug sick feel like can not breathe function luteal phase period  month postpartum thing improve time would 
  anything relief scared take drug",0,0.8603843887,0
37,757,757,757,"Please help me. I keep getting so irrationally angry at my 7 almost 8m old. I can’t control it. It’s mainly at night when they wake up and are just crying and fussing and doing the fake type cry they do. Tonight I’ve been telling her to shut the fuck up and just swearing and raising my voice and I want to just throw her off the bed, but I obviously won’t. But I’m so scared because I’m already shouting at a baby and swearing. She’s doesn’t seem phased by it. I’m so angry and short tempered during the day too with my husband and anyone else that’s around. I’ve got a 4 yo and I’m finding myself raising my voice to him more and more. I just can’t control my emotions any more and I’m angry and I just hit myself in the head and punch myself in the head when my baby is like this as I’m so angry. I’m too scared to go to the doctor incase they can social services.",,please help keep get irrationally angry  almost old can not control mainly night wake cry fuss fake type cry tonight tell shut fuck swear raise voice want throw bed obviously will not scared already shout baby swear not seem phase angry short temper day husband anyone else around get  yo find raise voice can not control emotion angry hit head punch head baby like angry scared go doctor incase social  service,0,0.8664471939,1
38,758,758,758,"So to start with some context, I have recently diagnosed audhd and I have had depression and anxiety from a very young age. I've gotten that under control with the right medications and therapy, but not without a handful of bumps along the way. I am so lucky to be married to my best friend and to be starting a family with him. He is kind and patient and funny and just the best I could've ever asked for.
 

 I have had some turmoil with my in-laws within the last 5 years or so that began when we overheard my (now) husband's mother scream crying that she didn't want him to marry me a few months into our engagement. (Now I know I'm not nearly as wonderful as my husband; I am tarnished with childhood trauma and I'm working hard to prevent spreading any of it to my son.) But she was a big part of my childhood (my husband and I were neighbors and good friends growing up), and I looked to her for wisdom and advice and she was a real inspiration to me. When she let out her true feelings that she didn't like me, my world shattered and I instantly threw up invisible barriers to protect myself. So we act totally fine and catch up like all is well when we see eachother, but I can only handle seeing the in-laws maybe 2 times a month. By the end of each get together I am drained of all emotional energy. They are inherently good people, but they are in their own little bubble they've established, with very few friends or family involved in their lives. It's hard to be one of the few people they have around, especially since my husbands brother moved across country last year. It feels like they're more reliant on us to fill that gap wince they're empty nesters now. When we slowly started to come over less, they seemed mostly fine with that, and the relationship with them felt much less rocky.
 

 I just gave birth to our beautiful boy last week and I have never been more happy in my life. Truly, I have never loved my husband more than when I see him being a daddy. I have never felt more purpose and contentment with my life. 
 

 However, the second our baby was born, my MIL has swept in to try to be with us as often as she can. It is my biggest pet peeve when someone tiptoes around their real intentions as if I'm dumb or complacent. My MIL is insisting on coming by everyday to drop off something to ""help"" us with. That sounds like the right thing that people should do for new parents, sure, and I'd love it if she'd been this way the last 5 years. But she has shown time and time again that she doesn't like me for her son and thus, this ""help"" feels transactional and wrong. I'd even let that go if she hadn't already blatantly disrespected us and our boundaries with the baby.
 

 It's often debated what boundaries parents set, and if they're reasonable or not. I made it clear throughout this pregnancy 1:do not kiss the baby by any means and dont put your hands on his face 2:do not invite yourself or others over.
 

 My in-laws kissed my son at least 30 times and when confronted said ""oh we agree babies shouldn't be kissed on the face, but we just did the top of his head"". Then I was told she invited aunts and other people to come see ""her baby"".
 Now I respect that she's his grandmother and she has every right to be excited and to love him. 
 I've been emotional as hell since this boy was born and it is almost all joy. But then the stress of having to set boundaries with this difficult person that I can never fully cut off has put me into a spiral. Every time she messages I feel my chest swell with anxiety and anger and I end up sobbing uncontrollably and screaming like a banshee at how mad I am at her. I then cry from how guilty I feel for being so upset when this should be the happiest time of my life. My husband has been the perfect dad and spouse and I've been making things so difficult but I can't control my emotions. My baby's eyes and my husband's hugs bring me back to earth but having a newborn is already hard on a relationship. I don't want to also have to be the bad guy with my MIL because ultimately, while I'd rather not have her in my life, she is my love's mother and I do respect that bond.
 

 I am sleep deprived and my body doesn't feel like my own. I don't feel like myself and I miss who I was pre-pregnancy. But I'm also so in love with being a mom. It's an absolute Rollercoaster. I'm joining a post-partum program soon, but I'm afraid a great deal of healing will only be able to be done if I confront my trauma and issues with my MIL. I'm going to offend her and probably mess things up for a little while but for my own sanity I think these feelings need to be addressed with the source.
 

 That was a lot but I needed to sort out my thoughts and vent. I already feel a little better now, whether or not anyone responds to this.
 

 Thoughts? I'm not opposed to hearing that I'm a pos daughter-in-law because I have considered that theory as well. I just love my little family so much and I want to keep all negativity put of this bubble that we're forming while we adjust to our new lives together. TIA.",,"start context recently diagnose audhd depression anxiety young age get control right medication therapy without handful bump along way lucky married good friend start family kind patient funny good could ever ask 
 

  turmoil inlaw within last  year begin overheard husband mother scream cry not want marry month engagement know nearly wonderful husband tarnish childhood trauma work hard prevent spread son big part childhood husband neighbor good friend grow look wisdom advice real inspiration let true feeling not like world shatter instantly throw invisible barrier protect act totally fine catch like well see eachother handle see inlaw maybe  time month end get together drain emotional energy inherently good people little bubble establish friend family involve life hard one people around especially since husband brother move across country last year feel like reliant we fill gap wince empty nester slowly start come less seem mostly fine relationship feel much less rocky 
 

  give birth beautiful boy last week never happy life truly never love husband see daddy never feel purpose contentment life 
 

  however second baby bear mil sweep try we often big pet peeve someone tiptoe around real intention dumb complacent mil insist come everyday drop something help we sound like right thing people new parent sure love shed way last  year show time time not like son thus help feel transactional wrong even let go not already blatantly disrespect we boundary baby 
 

  often debate boundary parent set reasonable make clear throughout pregnancy kiss baby mean not put hand face invite other 
 

  inlaw kiss son least  time confront say oh agree baby not kiss face top head tell invite aunt people come see baby 
  respect grandmother every right excited love 
  emotional hell since boy bear almost joy stress set boundary difficult person never fully cut put spiral every time message feel chest swell anxiety anger end sob uncontrollably scream like banshee mad cry guilty feel upset happy time life husband perfect dad spouse make thing difficult can not control emotion babys eye husband hug bring back earth newborn already hard relationship not want also bad guy mil ultimately rather life love mother respect bond 
 

  sleep deprive body not feel like not feel like miss prepregnancy also love mom absolute rollercoaster join postpartum program soon afraid great deal healing able do confront trauma issue mil go offend probably mess thing little sanity think feeling need address source 
 

  lot need sort thought vent already feel little well whether anyone respond 
 

  thought oppose hear pos daughterinlaw consider theory well love little family much want keep negativity put bubble form adjust new life together tia",1,0.8171335386,1
39,764,764,764,"I am almost certain wife has PPA/PPR but she refuses to look into it or even read the descriptions of it I send her. It is our first LO. She insists she is the same person she was before, but she isn't. She's cold, cruel or indifferent to me (though she's slightly improved on this--from 100% cruel in all situations to being cruel only once a day but otherwise mostly indifferent--she did this, though, only after I gave her a mandate and deadline to stop screaming at me for leaving the microwave door ajar). I want to forgive her, but she gaslights me when I mention that her behavior is wrong and I can see in her body language that she still feels rage to me. (This from a woman who told me women use period pain as an excuse for their character flaws / bad behavior). 
 

 I try to be positive and help her recover. Her mom babysat for an hour with pumped milk and we went to have a meal at her favorite cafe. 75% of the time she was on her phone looking for items for the baby. She buys countless things that even the doctors have told us we do not need (e.g. a billerubin test device even though baby is now at almost normal levels and the doctors say it will resolve in a day or two). In the first few days, she cost us thousands of dollars by running overdrafts without moving some money from savings and I can only alleviate this by hourly checking that she hasn't spent another $500 on something and overdrafted (I mentioned it to her and she says it's my responsibility but i cant press because she cant take it right now) meanwhile I am the real villain for forgetting to take out the trash. 
 

 I'm up with the baby at night with her to burp baby, but she refuses to bottle feed so neither of us get significant sleep. (I also cook breakfast and clean and do diaper duty). She refuses to acknowledge the liberties her mom takes in our home (while MIL is also helping) and screams at me if I try to set healthy boundaries for MIL--such as not barging in unannounced while I am naked.
 

 Ladies: what did your husband do to help pull you out of this cycle? I sat her down to watch her favorite comedy TV show yesterday while the baby was feeding and she couldn't even recall what the 20 minute episode was about because the whole time she was reading something about the best soaps to buy for baby (we already have 5+ designer soaps for babies and the doctor said there's nothing wrong with her skin and to keep using what we're using but just to wash with soap once or at most twice a week).
 

 I'm thinking we can have a five minute dance off or something, but I've got to pull her up and out of this because she is destroying herself and our relationship too and I can't take this too much longer. I read somewhere that mental illness explains behavior, but it doesn't excuse it and there are / should be consequences. 
 

 My latest idea is to try to get her to dance for 5 minutes...silly but I'm trying everything.",,"almost certain wife ppappr refuse look even read description send first lo insist person not cold cruel indifferent though slightly improve thisfrom  cruel situation cruel day otherwise mostly indifferentshe though give mandate deadline stop scream leave microwave door ajar want forgive gaslight mention behavior wrong see body language still feel rage woman tell woman use period pain excuse character flaw  bad behavior 
 

  try positive help recover mom babysat hour pump milk go meal favorite cafe  time phone look item baby buy countless thing even doctor tell we need eg billerubin test device even though baby almost normal level doctor say resolve day two first day cost we thousand dollar run overdraft without move money saving alleviate hourly check not spend another  something overdrafte mention say responsibility can not press can not take right meanwhile real villain forget take trash 
 

  baby night burp baby refuse bottle feed neither we get significant sleep also cook breakfast clean diaper duty refuse acknowledge liberty mom take home mil also help scream try set healthy boundary milsuch barge unannounced naked 
 

  lady husband help pull cycle sit watch favorite comedy tv show yesterday baby feed could not even recall  minute episode whole time read something good soap buy baby already  designer soap baby doctor say nothing wrong skin keep use use wash soap twice week 
 

  think five minute dance something get pull destroy relationship can not take much long read somewhere mental illness explain behavior not excuse  consequence 
 

  late idea try get dance  minutessilly try everything",0,0.9071763696,0
40,780,780,780,"Hi, 
 

 I am 4 weeks post partum and have a beautiful baby boy at home. 
 I’ve had a difficult pregnancy and been struggling with anxiety/depression since my teen years. I’m currently on antidepressants and had a really rough first two weeks after birth physically and mentally. My emotions were all over the place and I felt like a part of me died. I couldn’t enjoy my baby or even find energy to shower. 
 I also was trying to breastfeed/ pump but nothing really was coming the first few days. I was told it’s normal but it felt anything but normal. I felt like a failure and gave up. I also was top tired to pump every 3 hrs and also give the bottle. 
 I’ve since been struggling with a feeling of regret. I’ve tried to get my breastfeeding going again but it was too much for me. 
 Any tips on how to let go of this feeling?",,"hi 
 

  week post partum beautiful baby boy home 
  difficult pregnancy struggle anxietydepression since teen year currently antidepressant really rough first two week birth physically mentally emotion place feel like part die could not enjoy baby even find energy shower 
  also try breastfeed pump nothing really come first day tell normal feel anything normal feel like failure give also top tired pump every  hrs also give bottle 
  since struggle feeling regret try get breastfeeding go much 
  tip let go feeling",1,0.87494333,1
41,791,791,791,"I’m 26. I have a 3 year old, 2 year old, and 5 month old. I have a great husband who tries his best to help me, but he works more than full time and I’m a SAHM. I’m tired. I’m so tired. Anytime I tell people that they say “well yeah, you’ve got three babies”. Thanks, not helpful. But..it’s like my soul is tired. I get plenty of sleep for the most part. But down to my bones I’m just..tired. Burnt out I guess. Tired of feeling unheard. My toddlers don’t listen to a word I say. “They’re toddlers”. Yeah, I know, thank you, but they LITERALLY don’t listen to a word I say. Something has got to change. They listen to their dad. He comes home and all I want to do is be listened to. Tell a story where he’s engaged, making eye contact, not changing the subject or saying “haha look at the baby” when I’m mid sentence. My kids don’t listen, he doesn’t listen. I stop talking mid sentence sometimes to see if anyone notices and they never do. I do so much for them, and I know if I died tomorrow, I’d be missed, but right now, it feels like everyone would just miss having clean clothes and food. My husband has to work a lot. Because We have three babies. And I can’t complain, because we’ve been blessed with three healthy babies that I’m able to stay home with. I can’t complain. Everyone tells me “you’re so blessed”. I know I’m blessed. I feel blessed. But I feel empty a lot of the time too. I cry so much more than I used to. I love my kids so so so much. But I feel like I’m just a vessel holding love for them. I’m nothing else. The old me is gone and I can’t find her anywhere. I have hobbies but little time to do them. I know this is just a season of life. My rational brain knows that. “These are the good old days”, “don’t wish their lives away”, “some day you’ll miss the fingerprints on everything”. I know. And part of the reason I cry all the time is the guilt I feel about that. I love them. But I’m so tired. But to wake up every day to the same stuff “no don’t touch that”, “don’t hit your brother”, “please don’t wake the baby”.. I’m so tired. I’ve never tried therapy but I feel like I need to. Something just doesn’t feel right. I’ve lost myself sometime in these past 3 years and every now and then I’ll get a glimpse my old self, but I can never get ahold of her for any significant period of time. I can’t afford therapy and insurance likely won’t cover it. Waiting to see if it’s approved so fingers crossed. I don’t want medication. I just need someone to listen to me. Even if they have to be paid to do it. I need confirmation that I’m not just a ghost, I do really exist and people can hear me. I’m also anxious, overstimulated, my needs are rarely met, and then, after a long hard day, I’m laying in bed and I get the tap on my shoulder from my husband. But my sex drive is absolutely gone has been since baby #1. “That’s normal, you have 3 babies”. I would love to feel normal again. But I don’t remember what normal feels like. 
 And I would never hurt myself or my kids. Never. They’re my whole heart. But I’m at my lowest right now. I don’t know what the purpose of this post is, I guess I just need to vent, or for someone to hear me.",,"year old  year old  month old great husband try good help work full time sahm tired tired anytime tell people say well yeah get three baby thank helpful butit like soul tired get plenty sleep part bone justtired burn guess tired feel unheard toddler not listen word say toddler yeah know thank literally not listen word say something get change listen dad come home want listen tell story engaged make eye contact change subject say haha look baby mid sentence kid not listen not listen stop talk mid sentence sometimes see anyone notice never much know die tomorrow miss right feel like everyone would miss clean clothe food husband work lot three baby can not complain bless three healthy baby able stay home can not complain everyone tell blessed know bless feel blessed feel empty lot time cry much use love kid much feel like vessel hold love nothing else old go can not find anywhere hobby little time know season life rational brain know good old day not wish life away day miss fingerprint everything know part reason cry time guilt feel love tired wake every day stuff not touch not hit brother please not wake baby tired never try therapy feel like need something not feel right lose sometime past  year every ill get glimpse old self never get ahold significant period time can not afford therapy insurance likely will not cover wait see approve finger cross not want medication need someone listen even pay need confirmation ghost really exist people hear also anxious overstimulate need rarely meet long hard day lay bed get tap shoulder husband sex drive absolutely go since baby  normal  baby  would love feel normal not remember normal feel like 
  would never hurt kid never whole heart low right not know purpose post guess need vent someone hear",2,0.8017793705,2
42,793,793,793,"FTM, almost 9 weeks PP.
 Apologies ahead of time, a lot of this is ramblings I just need to get off my chest.
 

 

 My son was very wanted. I struggled for two years TTC, ended up having to do IVF and had our miracle baby. Since having him, I have good days where I just have all the good energy to play with him, but there’s other days where I just stare at him and think I’m not good enough to be a mom. I keep thinking he should have a better mom - someone who can care for him in ways I struggle to. I feel like he deserves so much better. I was holding him yesterday and I just burst out crying because I felt like I don’t deserve him. I had to immediately give him to my husband and walk away for a bit.
 

 My relationship with my husband is rocky, but it got worse since a few days ago because I didn’t think about something and my husband has had enough. Words exchanged can’t be unheard. He’s usually very loving to me, but last few days he barely speaks to me, which makes me feel very alone and broken as a person. He’s always been incredibly supportive and patient throughout our relationship. He says he still loves me, but something is different now and it’s severely impacting my mental health. Our relationship is literally hanging on by a thread but divorce is out of the question. And he isn’t the type of person who would ever want to do couple’s counseling. I feel like I’m walking on eggshells, afraid of what I’m going to do to mess things up again.
 

 Most of yesterday I just kept thinking I don’t want to be here. The thought of growing older and actually being responsible in raising a child gives me way too much anxiety. I feel like I can’t do it. I had a good upbringing but I feel like I can’t do the same for my son because our house right now just feels broken. I have trouble planning ahead because I mostly just think about myself and what serves my needs. I’ve been like this most of my life that it’s been such a struggle for me to break free from it. I’m used to others planning stuff for me, but when I have to do it I get immense anxiety because I keep overthinking that it’s not good.
 

 I just don’t want to be here but I’m too much of a coward to do anything about it. I don’t want to live but I keep thinking about everyone I love and them wondering why I made such a selfish decision. I can’t talk to anyone about this because I know what everyone will say… but I’m really struggling right now. I didn’t know who else to turn to, so I’m posting here.
 

 I’m really struggling mentally. I just feel sorry for my son and husband that they have to deal with me. I’m just sorry all the time. I’m just… really struggling to get through the day.
 

 Thanks for letting me ramble. Pretty sure I’ll delete this post at some point, but I just needed to get it off my chest.",,"ftm almost  week pp 
  apology ahead time lot rambling need get chest 
 

 

  son wanted struggle two year ttc end ivf miracle baby since good day good energy play day stare think good enough mom keep think well mom  someone care way struggle feel like deserve much well hold yesterday burst cry feel like not deserve immediately give husband walk away bit 
 

  relationship husband rocky get bad since day ago not think something husband enough word exchange can not unheard usually loving last day barely speak make feel alone break person always incredibly supportive patient throughout relationship say still love something different severely impact mental health relationship literally hang thread divorce question not type person would ever want couple counsel feel like walk eggshell afraid go mess thing 
 

  yesterday keep think not want thought grow old actually responsible raise child give way much anxiety feel like can not good upbringing feel like can not son house right feel break trouble plan ahead mostly think serve need like life struggle break free use other plan stuff get immense anxiety keep overthinke good 
 

  not want much coward anything not want live keep think everyone love wonder make selfish decision can not talk anyone know everyone say really struggle right not know else turn post 
 

  really struggle mentally feel sorry son husband deal sorry time really struggle get day 
 

  thank let ramble pretty sure ill delete post point need get chest",2,0.8245893734,2
43,798,798,798,"I am completely burnt out. I am 11 weeks post partum. All i ever want to do is sleep. I am low on vitamin D. I don’t want to be a bad parent to my child, but i am so burnt out. He has all of his needs and i make sure he’s fed, changed and bathed! But i on the other hand am struggling. My boyfriends works, and when he’s home he really helps with the baby. But i still feel so alone and cluttered. I’m trying to get into therapy. I love my son to bits and am trying to be a good mom to him. I am just really stuck right now and don’t know what to do.",,completely burn  week post partum ever want sleep low vitamin not want bad parent child burn need make sure feed change bathe hand struggle boyfriend work home really help baby still feel alone cluttered try get therapy love son bit try good mom really stick right not know,0,0.9163581784,0
44,807,807,807,"I'm a first time father. My partner has our beautiful baby girl born 4 months ago. 
 

 I'm really struggling with the state my partner is currently in. She's very short and very distant with me. Has even talked about if we don't work out.
 

 I'm trying my best offering help and support. Is it normal for women to treat there spouses in this manner during post partum state.
 

 I change babies diapers and also bath her and ask I can do anybting more to support her, she also asked recently she wants space from me which is slowly chipping away at my sanity and giving anxiety and ultimately making me very sad. There are days some times I wonder if we're gonna make it to the other side or will I be a single father moving forward with life.
 

 Really need some words of encouragement or some tips for others who have made it across to the other side and have become stronger during the rough times.
 

 Thanks for everything and the time you've taken to respond to me I appreciate it from the very deepest fibers of my soul.",,"first time father partner beautiful baby girl bear  month ago 
 

  really struggle state partner currently short distant even talk not work 
 

  try good offering help support normal woman treat spouse manner post partum state 
 

  change baby diaper also bath ask anybte support also ask recently want space slowly chip away sanity give anxiety ultimately make sad day time wonder go to make side single father move forward life 
 

  really need word encouragement tip other make across side become strong rough time 
 

  thank everything time take respond appreciate deep fiber soul",0,0.9470889295,0
45,808,808,808,"I am 5 months pp but had my daughter at 25 weeks so she's closer to 2 months now. I also have a 4 year old. By the end of the day I'm beyond overstimulated to the point I get so angry and short tempered with my oldest. I hate yelling, but when baby is crying and he's talking to me it feels like someone is scrapping my brain with a pickaxe. How do you handle it? I have a weighted blanket to help regulate and am going to go find some fidget toys tomorrow but I need suggestions on how to help me calm myself down.",,month pp daughter  week close  month also  year old end day beyond overstimulated point get angry short temper old hate yell baby cry talk feel like someone scrap brain pickaxe handle weighted blanket help regulate go go find fidget toy tomorrow need suggestion help calm,0,0.8970847645,0
46,809,809,809,"Hi there!
 I believe I’ve maybe overcome my ppd for the most part. My ppa is pretty severe and fluctuates. 
 What I’m noticing is that my brain is just not really functioning well. I feel like I’m floating a lot of the time.
 Sometimes it makes me nervous to be caring for a little babe. I’m certain that other mamas feel this.. brain fog and mama brain is talked about so much. I really am having a hard time functioning though at all. It feels stronger than just brain fog.
 What has helped you the most?
 Thank you!",,"hi 
  believe maybe overcome ppd part ppa pretty severe fluctuate 
  notice brain really function well feel like float lot time 
  sometimes make nervous care little babe certain mama feel brain fog mama brain talk much really hard time function though feel strong brain fog 
  help 
  thank",0,0.9168319426,0
47,810,810,810,"I have bad post partum anxiety, horrible. I fell when I was pregnant at 38 weeks and I have major issues thinking I’m going to fall or some else is going to fall with her in their hands. I also have separation anxiety.
 

 OBGYN approved 12 weeks of FMLA and I believe that is the max I can take for my c section. 
 

 Does anyone know how I could get additional weeks of disability? For. PPD? I live in Texas.",,"bad post partum anxiety horrible fall pregnant  week major issue think go fall else go fall hand also separation anxiety 
 

  obgyn approve  week fmla believe max take c section 
 

  anyone know could get additional week disability ppd live texas",0,0.9651905834,0
48,822,822,822,"Trigger warning*(talks of self harm)
 

 

 I think I have developed PPD, my doctor told me it was likely to happen do to me suffering from depression as a teen. Back then I hated myself, how skinny I was and how weak I was. From that I'd punish myself by cutting and I also abused alcohol. As I gotten older I grew to love myself more and now only drink wine recreationally. Fast forward, I started dating my best friend, we got married, bought a house together, are both students and he's also military, and I just pushed out our baby boy this Monday. I thought I'd be fine as I’d been only having an issue with accepting my new body during pregnancy. I never to account that my issue with feeling like a burden to my husband(he takes care of me a lot and its sometimes hard for me to see the things I do for him) would come to hunt me. After having our son I felt so absolutely happy. Things started to take a dive since I'd been struggling with all the pain that comes with labor, not being able to do much as you risk hurting yourself further, and not being able to breastfeed if you're taking medications such as opioids. With this being my current reality I've developed feelings of hopelessness, nightmares/trouble sleeping, feeling useless and pathetic, and overall feeling like a failure as a person and as a new mother. I realized it was hitting the lines of PPD when I started to feel like my husband and son would be better without me, like I didn't deserve the great treatment or happiness, and like I wanted to give up completely( let go of life) whenever the extreme pain strikes. My mind for some reason can't understand that its the first few days after labor, so of course I shouldn't be doing too much, of course I’ll have to wait to breastfeed(I've been pumping and dumping to keep up supply for when I can use it), and of course I’ll feel useless or like a failure due to small mistakes or not being able to fully help out or see the things I do do. I fully understand all of this, though even then, my mind is still beating me down, I've been crying so much and saying and thinking horrible things about myself. I fear I’m falling into a hole again, most of me wants to stay there. My husband is so supportive but sometimes I hate that he helps me so much, I feel like he deserves someone who’s stronger, more independent, has full confidence in their selves. I love him and my son more than anything in the world, but I can't lose the feeling that I’m holding them back. I don't know, my head is a mind field of negativity right now…",,"trigger warningtalk self harm 
 

 

  think develop ppd doctor tell likely happen suffer depression teen back hate skinny weak punish cut also abuse alcohol get old grow love drink wine recreationally fast forward start date good friend get marry buy house together student also military push baby boy monday think fine issue accept new body pregnancy never account issue feeling like burden husbandhe take care lot sometimes hard see thing would come hunt son feel absolutely happy thing start take dive since struggle pain come labor able much risk hurt able breastfeed take medication opioid current reality develop feeling hopelessness nightmarestrouble sleeping feel useless pathetic overall feeling like failure person new mother realize hit line ppd start feel like husband son would well without like not deserve great treatment happiness like want give completely let go life whenever extreme pain strike mind reason can not understand first day labor course not much course ill wait breastfeedive pump dump keep supply use course ill feel useless like failure due small mistake able fully help see thing fully understand though even mind still beat cry much say think horrible thing fear fall hole want stay husband supportive sometimes hate help much feel like deserve someone strong independent full confidence self love son anything world can not lose feeling hold back not know head mind field negativity right",1,0.886997507,1
49,838,838,838,"I return to work in Dec. Im procrastinating calling for ppd care because I feel hopeless. Either way I have to return to work, I am the bread winner. Im resentful that I am the bread winner. I am resentful that my MIL gets to be with my babies. I am resentful that my husband is un phased that I have break downs that I have to leave my babies with his mom. I know the state of the economy isn’t ideal and we just bought a house, a new replacement car etc…we need to both work. 
 But my ppd is hitting hard. Workplace accommodation seems pointless from what I was reading. I have horrible intrusive thoughts when I leave my children with anyone. Even my husband and he’s a great father. I had a traumatic birth and I was told this is it, I cannot have more children. I didn’t know if I wanted more children, but I wanted to at least decide that on my own. This topic is hitting me hard, but everyone Ive sooken to about it has made it a light subject and I just want to scream, also I feel like a bad woman? Or less of one having such trouble giving birth to my two kids. Both hemorrhaged hard and were emergency c sections. 
 Im feeling less than.",,"return work dec procrastinate call ppd care feel hopeless either way return work bread winner resentful bread winner resentful mil get baby resentful husband un phase break down leave baby mom know state economy not ideal buy house new replacement car etcwe need work 
  ppd hit hard workplace accommodation seem pointless read horrible intrusive thought leave child anyone even husband great father traumatic birth tell child not know want child want least decide topic hit hard everyone sooken make light subject want scream also feel like bad woman less one trouble give birth two kid hemorrhage hard emergency c section 
  feel less",0,0.8445166784,0
